Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,Inventory ID,Vehicle ID,Receipt Number ,Fund
Book Case,88322,WATER SERVICES,5/12/2015,$11.13 ,WS-92289,,3642569887,Enterprise
6 Chairs,88323,WATER SERVICES,5/12/2015,$27.00 ,"WS-92297, WS-92295, WS-92298, WS-92292, WS-92299, WS-92296",,3642569894,Enterprise
Desk,88324,WATER SERVICES,5/12/2015,$21.00 ,WS-92286,,3642569917,Enterprise
Desk,88325,WATER SERVICES,5/12/2015,$21.00 ,WS-92285,,3642569928,Enterprise
Dell Computer,88326,CIRCUIT COURT CLERK,5/12/2015,$47.51 ,89602,,3642636379,General Fund
Dell Computer,88327,CIRCUIT COURT CLERK,5/12/2015,$27.00 ,89600,,3642636387,General Fund
Dell Computer,88328,CIRCUIT COURT CLERK,5/12/2015,$27.00 ,89597,,3642636398,General Fund
Dell Computer,88329,CIRCUIT COURT CLERK,5/12/2015,$27.00 ,89605,,3642636404,General Fund
Dell Computer,88330,CIRCUIT COURT CLERK,5/12/2015,$20.52 ,89601,,3642636410,General Fund
Dell Computer,88331,CIRCUIT COURT CLERK,5/12/2015,$22.51 ,89607,,3642636415,General Fund
Dell Computer,88332,CIRCUIT COURT CLERK,5/12/2015,$23.99 ,89604,,3642636420,General Fund
Dell Computer,88333,CIRCUIT COURT CLERK,5/12/2015,$22.51 ,89591,,3642636427,General Fund
Dell Computer,88334,CIRCUIT COURT CLERK,5/12/2015,$23.99 ,89596,,3642636431,General Fund
Dell Computer,88335,CIRCUIT COURT CLERK,5/12/2015,$20.52 ,89603,,3642636432,General Fund
6 Computer/Monitor Combos,88336,CIRCUIT COURT CLERK,5/13/2015,$230.00 ,"89627, 89628, 89623, 89622, 89624, 89625",,Money Order,General Fund
Furniture,88337,PUBLIC LIBRARY,5/13/2015,$16.00 ,"92371, 92489, 92490",,3642738295,General Fund
Furniture,88338,PUBLIC LIBRARY,5/13/2015,$21.00 ,"92372, 92491, 92492",,3642934568,General Fund
Furniture,88339,PUBLIC LIBRARY,5/13/2015,$21.00 ,"92373, 92485, 92486",,3642637294,General Fund
Desk,88343,PUBLIC LIBRARY,5/13/2015,$1.00 ,92437,,3642625044,General Fund
Table,88347,SURPLUS WAREHOUSE,5/13/2015,$1.00 ,92742,,3643175657,Enterprise
Table,88348,SURPLUS WAREHOUSE,5/13/2015,$9.00 ,92743,,3642624934,Enterprise
Table,88349,SURPLUS WAREHOUSE,5/13/2015,$52.00 ,92744,,3642948239,Enterprise
2 Chairs,88350,SURPLUS WAREHOUSE,5/13/2015,$52.00 ,"92738, 92739",,3643469247,Enterprise
2 Chairs,88351,SURPLUS WAREHOUSE,5/13/2015,$52.00 ,"92740, 92741",,3643026038,Enterprise
Dell Computer,88352,CIRCUIT COURT CLERK,5/13/2015,$23.88 ,89594,,3642700823,General Fund
Dell Computer,88356,CIRCUIT COURT CLERK,5/13/2015,$16.51 ,89595,,3643486403,General Fund
Dell Computer,88361,CIRCUIT COURT CLERK,5/13/2015,$17.00 ,89592,,3642632072,General Fund
2006 Nissan Pathfinder,88362,POLICE STATE DRUG FUND,5/13/2015,"$6,750.00 ",,07D 4776,Cashiers Check,Enterprise
"22 15"" Dell CRT Monitors",88364,POLICE DEPARTMENT,5/13/2015,$1.00 ,"92329, 92330, 92331, 92332, 92333, 92334, 92335, 92336, 92337, 92338, 92339, 92340, 92341, 92342, 92343, 92344, 92345, 92346, 92347 ,92348, 92349, 92350",,3642635900,General Fund
2005 Dodge Stratus,88366,OFM-CODES,5/13/2015,$160.00 ,,P 3035 AN,3642934644,Enterprise
Xerox Phaser 3250,88367,HEALTH,5/13/2015,$57.00 ,92527,,Cashiers Check,General Fund
Xerox Phaser 3250,88368,HEALTH,5/13/2015,$31.01 ,92532,,3643066789,General Fund
HP LaserJet 1320,88370,HEALTH,5/13/2015,$7.00 ,92534,,3642636832,General Fund
HP LaserJet 1320,88371,HEALTH,5/13/2015,$13.00 ,92535,,3642636835,General Fund
2009 Chevrolet Impala,88372,OFM-POLICE,5/13/2015,"$2,975.00 ",,1747 JH,Cashiers Check,Enterprise
Dell Printer,88374,HEALTH,5/13/2015,$24.77 ,92530,,3642942988,General Fund
Dell Printer,88376,HEALTH,5/13/2015,$13.99 ,92529,,3642942991,General Fund
Dell Printer,88378,HEALTH,5/13/2015,$29.99 ,92528,,Cashiers Check,General Fund
2003 Ford F-450,88379,OFM-PARKS,5/13/2015,"$8,050.00 ",,29 5111,Cashiers Check,Enterprise
Dell PC/Monitor Combo,88411,CIRCUIT COURT CLERK,5/18/2015,$34.00 ,89629,,3643041660,General Fund
2002 Nissan Sentra,88380,POLICE STATE FELONY FORFEITURE,5/13/2015,$832.00 ,,,Cashiers Check,Enterprise
2003 Chevrolet Trailblazer,88381,POLICE STATE FELONY FORFEITURE,5/13/2015,"$1,378.07 ",,,Money Order,Enterprise
1997 Dodge Intrepid,88382,POLICE STATE FELONY FORFEITURE,5/13/2015,$335.00 ,,,3642691488,Enterprise
PC Accesssories,88383,CIRCUIT COURT CLERK,5/14/2015,$32.00 ,92255,,Cashiers Check,General Fund
Printer Trays,88384,CIRCUIT COURT CLERK,5/14/2015,$1.00 ,92256,,Cashiers Check,General Fund
3 Label Printers,88385,CIRCUIT COURT CLERK,5/14/2015,$37.00 ,"92250, 92251, 92252",,3642698508,General Fund
Printer,88387,CIRCUIT COURT CLERK,5/14/2015,$2.00 ,92245,,3643152876,General Fund
Tape Drive,88388,CIRCUIT COURT CLERK,5/14/2015,$2.00 ,92253,,3643152888,General Fund
Copier,88389,CIRCUIT COURT CLERK,5/14/2015,$33.00 ,"92195, 92196",,3643180971,General Fund
HP Design Jet Stacker,88390,PLANNING,5/14/2015,$21.00 ,92623,,3642693487,General Fund
4 Printers,88391,COUNTY CLERK,5/14/2015,$160.00 ,"92773, 92770, 92772, 92771",,Cashiers Check,General Fund
11 Printers,88392,COUNTY CLERK,5/14/2015,$42.00 ,"92759, 92758, 92761, 92760, 92769, 92754, 92756, 92755, 92757, 92753, 92752",,Cashiers Check,General Fund
7 Printers,88393,COUNTY CLERK,5/14/2015,$42.00 ,"92764, 92763, 92762, 92766, 92767, 92765 ,92768",,Cashiers Check,General Fund
Server,88394,ITS,5/14/2015,$110.00 ,92737,,3642792648,General Fund
Server,88395,ITS,5/14/2015,$115.00 ,92736,,3642710955,General Fund
Cart,88396,PUBLIC LIBRARY,5/14/2015,$27.67 ,92724,,3643174413,General Fund
Toaster Oven,88397,STATE TRIAL COURT,5/14/2015,$62.00 ,92229,,Cashiers Check,General Fund
PC Accessories,88398,ECD COMMUNICATIONS,5/14/2015,$34.99 ,"ECD91926, ECD91947",,3642698516,Enterprise
Monitor,88399,ECD COMMUNICATIONS,5/14/2015,$29.05 ,ECD-91946,,Money Order,Enterprise
Monitor,88400,ECD COMMUNICATIONS,5/14/2015,$12.00 ,ECD91953,,Money Order,Enterprise
Monitor,88401,ECD COMMUNICATIONS,5/14/2015,$12.00 ,ECD91952,,Money Order,Enterprise
Server Rack,88402,ECD COMMUNICATIONS,5/14/2015,$155.00 ,ECD92112,,3642693490,Enterprise
"Dell 20"" Flat Screen Monitor",88403,CIRCUIT COURT CLERK,5/14/2015,$21.00 ,92269,,3642693842,General Fund
"Dell 17"" Flat Screen Monitor",88404,CIRCUIT COURT CLERK,5/14/2015,$2.00 ,89634,,Cashiers Check,General Fund
"Dell 17"" Flat Screen Monitor",88406,CIRCUIT COURT CLERK,5/14/2015,$5.00 ,92270,,Cashiers Check,General Fund
Dell Printer,88408,HEALTH,5/18/2015,$13.99 ,92525,,3643041836,General Fund
6 HP Printers,88409,HEALTH,5/18/2015,$11.50 ,"92519, 92521, 92524, 92526, 92523, 92520",,3642962620,General Fund
Dell PC/Monitor Combo,88412,CIRCUIT COURT CLERK,5/18/2015,$27.00 ,89626,,3643041664,General Fund
"Dell 17"" Flat Screen Monitor",88413,CIRCUIT COURT CLERK,5/18/2015,$6.00 ,89654,,3643041839,General Fund
"Dell 19"" Flat Screen Monitor",88414,CIRCUIT COURT CLERK,5/18/2015,$17.00 ,89635,,3643041842,General Fund
"Dell 19"" Flat Screen Monitor",88415,CIRCUIT COURT CLERK,5/18/2015,$15.00 ,89637,,3643041848,General Fund
Dell Keyboards & Mice,88416,CIRCUIT COURT CLERK,5/18/2015,$27.00 ,89657,,3643041852,General Fund
Panasonic Laptop,88417,POLICE DEPARTMENT,5/18/2015,$1.00 ,89422,,3643152892,General Fund
Dell Laptop,88418,POLICE DEPARTMENT,5/18/2015,$52.00 ,89377,,Cashiers Check,General Fund
Dell Laptop,88419,NASHVILLE CONVENTION CTR,5/18/2015,$16.00 ,NCC-87986,,3643041857,Enterprise
Dell Server,88420,ECD COMMUNICATIONS,5/18/2015,$23.00 ,ECD-91932,,3643037915,Enterprise
Assorted Electronics,88421,ECD COMMUNICATIONS,5/18/2015,$26.00 ,"ECD-91927, ECD-91928, ECD-91935, ECD-91931, ECD-91936, ECD-91937, ECD-91938, ECD-91939, ECD-91940, ECD-91941, ECD-91942, ECD-91950",,3642962626,Enterprise
Laminator,88422,POLICE STATE DRUG FUND,5/18/2015,$16.00 ,PSDF-89866,,3643005524,Enterprise
Luxor Cart,88423,PUBLIC LIBRARY,5/18/2015,$32.00 ,89930,,3643089483,General Fund
Book Ends,88424,GENERAL SERVICES,5/18/2015,$16.00 ,89933,,3642951810,General Fund
Aspen Towel Bars,88425,GENERAL SERVICES,5/18/2015,$36.00 ,"83298, 83299",,3643714636,General Fund
GoVideo VCR,88426,GENERAL SERVICES,5/18/2015,$3.01 ,87947,,3643152899,General Fund
GE Recorder,88427,JUVENILE COURT,5/18/2015,$42.09 ,91252,,3642968443,General Fund
2 25-Gallon Portable Oil Pans,88428,SCHOOL BOARD WAREHOUSE,5/18/2015,$218.30 ,SBS-7351,,3643680096,Enterprise
Quincy 80-Gallon Air Compressor,88429,SCHOOL BOARD WAREHOUSE,5/18/2015,$285.01 ,SBS-7352,,3643016501,Enterprise
Speed Aire 20-Gallon Air Compressor,88430,SCHOOL BOARD WAREHOUSE,5/18/2015,$74.35 ,SBS-7357,,3643006331,Enterprise
Interclean Equipment Inc. Vehicle Wash System,88431,SCHOOL BOARD WAREHOUSE,5/18/2015,$350.00 ,SBS-7350,,3643015424,Enterprise
Devil Biss Air Compressor,88432,SCHOOL BOARD WAREHOUSE,5/18/2015,$205.00 ,SBS-7363,,3643006337,Enterprise
Datamation Netbook Cart,88433,SCHOOL BOARD WAREHOUSE,5/18/2015,$10.00 ,SBS-7355A,,3643126853,Enterprise
Datamation Netbook Cart,88434,SCHOOL BOARD WAREHOUSE,5/18/2015,$10.00 ,SBS-7355B,,3643126855,Enterprise
Datamation Netbook Cart,88435,SCHOOL BOARD WAREHOUSE,5/18/2015,$11.00 ,SBS-7355C,,3642968450,Enterprise
Datamation Netbook Cart,88436,SCHOOL BOARD WAREHOUSE,5/18/2015,$11.00 ,SBS-7355D,,3642951816,Enterprise
Datamation Netbook Cart,88437,SCHOOL BOARD WAREHOUSE,5/18/2015,$32.00 ,SBS-7355E,,3642951827,Enterprise
Datamation Netbook Cart,88439,SCHOOL BOARD WAREHOUSE,5/19/2015,$73.00 ,SBS-7354A,,3643089489,Enterprise
Datamation Netbook Cart,88440,SCHOOL BOARD WAREHOUSE,5/19/2015,$8.00 ,SBS-7354B,,3643152906,Enterprise
Datamation Netbook Cart,88441,SCHOOL BOARD WAREHOUSE,5/19/2015,$11.00 ,SBS-7354F,,3643175666,Enterprise
Datamation Netbook Cart,88442,SCHOOL BOARD WAREHOUSE,5/19/2015,$3.50 ,SBS-7354G,,3643153099,Enterprise
Datamation Netbook Cart,88443,SCHOOL BOARD WAREHOUSE,5/19/2015,$9.50 ,SBS-7354H,,3643179093,Enterprise
Bretford Netbook Cart,88444,SCHOOL BOARD WAREHOUSE,5/19/2015,$52.00 ,SBS-7355G,,3643089498,Enterprise
Used Bretford Netbook Cart,88445,SCHOOL BOARD WAREHOUSE,5/19/2015,$25.00 ,SBS-7355H,,Money Order,Enterprise
Spectrum Netbook Cart,88446,SCHOOL BOARD WAREHOUSE,5/19/2015,$52.00 ,SBS-7354C,,3643017563,Enterprise
Spectrum Netbook Cart,88447,SCHOOL BOARD WAREHOUSE,5/19/2015,$35.00 ,SBS-7354D,,3643041864,Enterprise
Spectrum Netbook Cart,88448,SCHOOL BOARD WAREHOUSE,5/19/2015,$41.00 ,SBS-7354E,,3643179098,Enterprise
Premier Paper Cutter,88449,SCHOOL BOARD WAREHOUSE,5/19/2015,$21.01 ,SBS-7356A,,3643040334,Enterprise
National Paper Cutter,88450,SCHOOL BOARD WAREHOUSE,5/19/2015,$15.09 ,SBS-7356B,,Cashiers Check,Enterprise
Milwaukee Circular Saw & Grinder,88451,SCHOOL BOARD WAREHOUSE,5/19/2015,$36.00 ,SBS-7364A,,3643107979,Enterprise
2 Makita 18 Volt Drills,88452,SCHOOL BOARD WAREHOUSE,5/19/2015,$16.00 ,SBS-7364B,,3643032393,Enterprise
Ramset/Red Head Fastening Tool & Grinder,88453,SCHOOL BOARD WAREHOUSE,5/19/2015,$39.01 ,SBS-7364C,,3643023714,Enterprise
Ice Maker,88454,SCHOOL BOARD WAREHOUSE,5/19/2015,$279.00 ,SBS-7374,,3643025883,Enterprise
Kettle,88455,SCHOOL BOARD WAREHOUSE,5/19/2015,$158.00 ,SBS-7365,,3643252328,Enterprise
Ice Machine,88456,SCHOOL BOARD WAREHOUSE,5/19/2015,$160.00 ,SBS-7377,,3643025887,Enterprise
6 Burner Range,88457,SCHOOL BOARD WAREHOUSE,5/19/2015,$411.02 ,SBS-7378,,Money Order,Enterprise
Fryer,88458,SCHOOL BOARD WAREHOUSE,5/19/2015,$39.01 ,SBS-7376,,Money Order,Enterprise
Fryer,88459,SCHOOL BOARD WAREHOUSE,5/19/2015,$102.00 ,SBS-7375,,3643252332,Enterprise
Refrigerator,88460,SCHOOL BOARD WAREHOUSE,5/19/2015,$11.00 ,SBS-7366,,3643061714,Enterprise
Ice Maker,88461,SCHOOL BOARD WAREHOUSE,5/19/2015,$103.00 ,SBS-7348,,3643511836,Enterprise
3 Keyboards,88462,SCHOOL BOARD WAREHOUSE,5/19/2015,$52.00 ,SBS-7367A,,3643148366,Enterprise
3 Keyboards,88463,SCHOOL BOARD WAREHOUSE,5/19/2015,$52.96 ,SBS-7367B,,3643173367,Enterprise
3 Keyboards,88464,SCHOOL BOARD WAREHOUSE,5/19/2015,$54.00 ,SBS-7367C,,3643088562,Enterprise
Sewing Machine,88465,SCHOOL BOARD WAREHOUSE,5/19/2015,$258.00 ,SBS-7368,,Cashiers Check,Enterprise
Filters,88466,SCHOOL BOARD WAREHOUSE,5/19/2015,$229.01 ,SBS-7358,,3643032052,Enterprise
Bus Parts,88467,SCHOOL BOARD WAREHOUSE,5/19/2015,$27.00 ,SBS-7359,,3643027315,Enterprise
AC Compressors & Cooling Fans,88468,SCHOOL BOARD WAREHOUSE,5/19/2015,$59.00 ,SBS-7360,,3643032213,Enterprise
Ingersoll Rand Pump,88469,SCHOOL BOARD WAREHOUSE,5/20/2015,$52.00 ,SBS-7390,,3643134168,Enterprise
Cooper Lighting Lights,88470,SCHOOL BOARD WAREHOUSE,5/20/2015,$14.00 ,SBS-7388,,Money Order,Enterprise
Anthony Lift Gate,88471,SCHOOL BOARD WAREHOUSE,5/20/2015,$161.00 ,SBS-7387,,3643094180,Enterprise
2 Pipes,88472,SCHOOL BOARD WAREHOUSE,5/20/2015,$3.00 ,SBS-7386,,3643134173,Enterprise
Dayton Wet/Dry Vacuum,88473,SCHOOL BOARD WAREHOUSE,5/20/2015,$9.00 ,SBS-7389,,3643469012,Enterprise
Hobart 30 Quart Mixer,88474,SCHOOL BOARD WAREHOUSE,5/20/2015,$527.00 ,SBS-7381,,3643091997,Enterprise
Defield Serving Line,88475,SCHOOL BOARD WAREHOUSE,5/20/2015,$304.00 ,SBS-7370,,3643593133,Enterprise
Fax Machine,88476,ECD COMMUNICATIONS,5/20/2015,$1.00 ,ECD-91923,,3643152926,Enterprise
"Dell 19"" Monitor",88478,JUVENILE COURT,5/20/2015,$11.00 ,93001,,3643088567,General Fund
"Dell 19"" Monitor",88480,JUVENILE COURT,5/20/2015,$11.00 ,92998,,3643088578,General Fund
"Dell 19"" Monitor",88481,JUVENILE COURT,5/20/2015,$11.00 ,93002,,3643692732,General Fund
Printer,88482,JUVENILE COURT,5/20/2015,$32.00 ,92995,,3643166872,General Fund
Printer,88483,JUVENILE COURT,5/20/2015,$19.51 ,92993,,3643742717,General Fund
Printer,88484,JUVENILE COURT,5/20/2015,$17.51 ,92996,,3643742718,General Fund
Assorted Mice,88485,JUVENILE COURT,5/20/2015,$6.00 ,92990,,3643695504,General Fund
Keyboards,88486,JUVENILE COURT,5/20/2015,$12.00 ,92989,,3643695509,General Fund
Dell Laptop,88487,JUVENILE COURT,5/20/2015,$126.60 ,92977,,3643161705,General Fund
Office Supplies,88488,GENERAL SERVICES,5/20/2015,$83.00 ,92922A,,3643179101,General Fund
Office Supplies,88489,GENERAL SERVICES,5/20/2015,$43.13 ,92922B,,3643102415,General Fund
Office Supplies,88490,GENERAL SERVICES,5/20/2015,$110.00 ,92922C,,3643141923,General Fund
Office Supplies,88491,GENERAL SERVICES,5/20/2015,$54.01 ,92922D,,3643434477,General Fund
Paint,88492,GENERAL SERVICES,5/20/2015,$8.00 ,92925,,3643179106,General Fund
Meter Housings,88494,WATER SERVICES,5/20/2015,"$1,460.51 ",WS-92908,,3643103345,Enterprise
Meter Housings,88495,WATER SERVICES,5/20/2015,"$1,540.00 ",WS-92909,,Money Order,Enterprise
Meter Housings,88496,WATER SERVICES,5/20/2015,"$1,601.99 ",WS-92910,,Cashiers Check,Enterprise
Philips DVD Player,88497,PUBLIC LIBRARY,5/20/2015,$8.00 ,89588C,,3643692736,General Fund
TV/VCR Combo,88499,JUVENILE COURT,5/20/2015,$1.00 ,91225,,3643178364,General Fund
Dell Computer,88500,ITS,5/21/2015,$40.00 ,92837,,3643474168,General Fund
Dell Computer,88501,ITS,5/21/2015,$50.00 ,92838,,3643474173,General Fund
Dell Computer,88502,ITS,5/21/2015,$50.00 ,92836,,3643474179,General Fund
Laptop Bag,88503,ITS,5/21/2015,$11.00 ,92787,,3643695515,General Fund
Cables,88505,ITS,5/21/2015,$14.00 ,92783,,3643178370,General Fund
Monitor,88506,ITS,5/21/2015,$11.00 ,92774,,3643156021,General Fund
Dell Monitor,88508,ITS,5/21/2015,$8.00 ,92778,,3643695528,General Fund
Dell Monitor,88509,ITS,5/21/2015,$6.00 ,92779,,3643692742,General Fund
Assorted Electronics,88510,ITS,5/21/2015,$40.00 ,"92786, 92785, 92776, 92775, 92777, 92840, 92841, 92839",,3643567664,General Fund
Scanner,88511,PARKS,5/21/2015,$11.00 ,92314,,3643815990,General Fund
Metro Council Picture,88512,PARKS,5/21/2015,$5.00 ,92318,,3643161480,General Fund
Picture,88513,PARKS,5/21/2015,$24.00 ,92317,,3643451809,General Fund
Picture,88514,PARKS,5/21/2015,$37.00 ,92316,,3643364137,General Fund
Assorted Electronics,88515,METRO CLERK,5/21/2015,$16.13 ,"92827, 92830, 92831, 92828, 92829, 92826, 92932",,3643178380,General Fund
Server,88519,DRUG TASK FORCE,5/21/2015,$47.00 ,TF-92957,,Money Order,Enterprise
Work Stations,88520,PUBLIC LIBRARY,5/20/2015,$43.00 ,"92630 ,92631, 92710, 92711, 92712, 92713, 92721 ,92722",,3643179110,General Fund
Office Electronics,88521,ECD COMMUNICATIONS,5/20/2015,$16.13 ,"ECD-89686, ECD-92113",,3643178389,Enterprise
Lateral File Cabinet,88523,RADIO COMMUNICATIONS,5/20/2015,$30.01 ,RC-92792,,3643419801,Enterprise
Quarlet Dry Erase Board,88524,RADIO COMMUNICATIONS,5/20/2015,$20.01 ,RC-92791,,3643111308,Enterprise
Desk,88529,GENERAL SERVICES,5/20/2015,$2.00 ,92549,,3643170531,General Fund
Podium,88530,GENERAL SERVICES,5/21/2015,$32.30 ,92569,,3643180481,General Fund
"ViewSonic 19"" Flatscreen Monitor",88531,MDHA,5/21/2015,$11.00 ,MDHA-92576,,3643175930,Enterprise
"ViewSonic 19"" Flatscreen Monitor",88532,MDHA,5/21/2015,$11.00 ,MDHA-92586,,3643176129,Enterprise
"ViewSonic 19"" Flatscreen Monitor",88533,MDHA,5/21/2015,$11.00 ,MDHA-92589,,3643176253,Enterprise
"ViewSonic 19"" Flatscreen Monitor",88534,MDHA,5/21/2015,$11.00 ,MDHA-92588,,3643176368,Enterprise
"ViewSonic 19"" Flatscreen Monitor",88535,MDHA,5/21/2015,$11.00 ,MDHA-92584,,3643176441,Enterprise
2000 Chevrolet 3500 Box Van,88541,OFM-SHERIFF,5/20/2015,"$5,300.00 ",,P 2651 AH,Cashiers Check,Enterprise
2001 Chevrolet Blazer,88542,OFM-PUBLIC WORKS,5/20/2015,"$2,600.00 ",,08K 4152,Cashiers Check,Enterprise
2003 Chevrolet 1500,88543,OFM-WATER SERVICES,5/20/2015,"$7,707.03 ",,31C 032,Cashiers Check,Enterprise
2001 Chevrolet Malibu,88544,OFM-POLICE,5/20/2015,"$1,625.00 ",,P 2690 AJ,3643197868,Enterprise
Desk,88545,PUBLIC LIBRARY,5/21/2015,$28.00 ,92435,,3643617211,General Fund
Desk,88546,PUBLIC LIBRARY,5/21/2015,$53.00 ,92438,,3643617215,General Fund
Desk,88547,PUBLIC LIBRARY,5/21/2015,$58.00 ,92439,,3643617218,General Fund
Desk,88548,GENERAL SERVICES,5/21/2015,$2.00 ,92260,,3643179115,General Fund
2009 Chevrolet Impala,88549,OFM-POLICE,5/20/2015,"$1,991.01 ",,1959 JI,Money Order,Enterprise
2003 Chevrolet Malibu,88550,OFM-POLICE,5/20/2015,"$1,386.00 ",,P 2901 AL,Money Order,Enterprise
2008 Chevrolet Impala,88551,OFM-POLICE,5/20/2015,"$2,350.01 ",,1396 JG,Money Order,Enterprise
2000 14ft Big Tex Pipe Trailer,88553,POLICE STATE FELONY FORFEITURE,5/20/2015,"$2,125.00 ",,,Cashiers Check,Enterprise
Desk,88554,GENERAL SERVICES,5/26/2015,$4.00 ,92551,,3643493796,General Fund
Desk,88555,GENERAL SERVICES,5/26/2015,$3.00 ,92550,,3643582328,General Fund
National Lateral File Cabinet,88556,PUBLIC LIBRARY,5/26/2015,$80.00 ,92625,,3643489775,General Fund
Table,88557,PUBLIC LIBRARY,5/26/2015,$28.75 ,92504,,3643582333,General Fund
Book Cart,88558,PUBLIC LIBRARY,5/26/2015,$18.00 ,92716,,3643582339,General Fund
Book Cart,88559,PUBLIC LIBRARY,5/26/2015,$18.00 ,92715,,3643582345,General Fund
Book Cart,88560,PUBLIC LIBRARY,5/26/2015,$18.00 ,92482,,3643582347,General Fund
HP Office Jet 6000 Wireless Printer,88561,MDHA,5/26/2015,$205.00 ,MDHA-92622,,3643504946,Enterprise
HP Office Jet 6000 Wireless Printer,88562,MDHA,5/26/2015,$13.00 ,MDHA-92597,,3643504738,Enterprise
HP Office Jet 6000 Wireless Printer,88563,MDHA,5/26/2015,$107.00 ,MDHA-92598,,3643463259,Enterprise
Lexmark Wireless Printer,88564,MDHA,5/26/2015,$8.55 ,MDHA-92749,,3643691570,Enterprise
HP Laser Jet 2200dt,88565,MDHA,5/26/2015,$8.55 ,MDHA-92591,,3643692750,Enterprise
"Dell 20"" Flat Screen Monitor",88566,MDHA,5/26/2015,$21.00 ,MDHA-92606,,3643464602,Enterprise
"Dell 17"" Flat Screen Monitor",88567,MDHA,5/26/2015,$11.00 ,MDHA-92601,,3643695536,Enterprise
"Lenovo 19"" Flat Screen Monitor",88568,MDHA,5/26/2015,$7.00 ,MDHA-92610,,3643472541,Enterprise
14 Assorted Flat Screen Monitors,88569,MDHA,5/26/2015,$15.00 ,"MDHA-92611, MDHA-92612, MDHA-92613, MDHA-92614, MDHA-92604, MDHA-92605, MDHA-92607, MDHA-92608, MDHA-92609, MDHA-92621, MDHA-92620, MDHA-92619, MDHA-92618, MDHA-92603",,3643477807,Enterprise
2 Dell Computers,88570,CIRCUIT COURT CLERK,5/26/2015,$9.01 ,"92273, 92274",,3643473503,General Fund
"Dell 17"" Flat Screen Monitor",88571,MDHA,5/26/2015,$13.00 ,MDHA-92602,,3643472548,Enterprise
"Dell 17"" Flat Screen Monitor",88572,MDHA,5/26/2015,$11.10 ,MDHA-92600,,3643472553,Enterprise
"Dell 17"" Flat Screen Monitor",88573,MDHA,5/26/2015,$15.00 ,MDHA-92599,,3643472560,Enterprise
8 Printers,88574,MDHA,5/26/2015,$19.00 ,"MDHA-92590, MDHA-92592, MDHA-92593, MDHA-92594, MDHA-92596, MDHA-92616, MDHA-92615, MDHA-92617",,3643501225,Enterprise
Computer Station,88575,PUBLIC LIBRARY,5/26/2015,$4.00 ,92474,,3643494006,General Fund
Computer Station,88576,PUBLIC LIBRARY,5/26/2015,$3.00 ,92473,,3643494010,General Fund
Computer Station,88577,PUBLIC LIBRARY,5/26/2015,$6.00 ,92475,,3643797918,General Fund
Computer Station,88578,PUBLIC LIBRARY,5/26/2015,$6.00 ,92470,,3643797737,General Fund
Map Stand,88579,PUBLIC LIBRARY,5/26/2015,$52.28 ,92434,,3643797743,General Fund
Table,88580,PUBLIC LIBRARY,5/26/2015,$9.05 ,92500,,3643474571,General Fund
CD Carosel,88582,PUBLIC LIBRARY,5/26/2015,$42.00 ,92634,,3643476844,General Fund
Dell Computer,88587,POLICE DEPARTMENT,5/26/2015,$43.01 ,93036,,3643693196,General Fund
Table,88589,POLICE DEPARTMENT,5/26/2015,$43.00 ,93072,,3643615908,General Fund
Huffy 10 Speed Bicycle,88590,POLICE VEHICLE IMPOUND,5/26/2015,$11.00 ,IM-120342,,3643487914,General Fund
Dynacraft Kids Bicycle,88591,POLICE VEHICLE IMPOUND,5/26/2015,$30.00 ,IM-113756,,3643505927,General Fund
X Games Moto Bike Kids Bicycle,88592,POLICE VEHICLE IMPOUND,5/26/2015,$17.60 ,IM-132436,,3643505933,General Fund
Next Kids Bicycle,88594,POLICE VEHICLE IMPOUND,5/26/2015,$16.00 ,IM-141722,,3643595313,General Fund
Hyper Bike Co. Bicycle,88595,POLICE VEHICLE IMPOUND,5/26/2015,$21.00 ,IM-963451,,3643505938,General Fund
Magna 21 Speed Bicycle,88596,POLICE VEHICLE IMPOUND,5/27/2015,$23.00 ,IM-102240,,3643600245,General Fund
Schwinn 21 Speed Bicycle,88598,POLICE VEHICLE IMPOUND,5/27/2015,$42.00 ,IM-111634,,3643601458,General Fund
Schwinn 21 Speed Bicycle,88599,POLICE VEHICLE IMPOUND,5/27/2015,$55.01 ,IM-115252,,3643601730,General Fund
Richo Printer,88600,ASSESSOR OF PROPERTY,5/27/2015,$35.01 ,88357,,Cashiers Check,General Fund
"Datamation Systems, Inc. Netbook Cart",88604,SCHOOL BOARD WAREHOUSE,5/27/2015,$12.02 ,SBS-7308D,,3643582360,Enterprise
"Datamation Systems, Inc. Netbook Cart",88605,SCHOOL BOARD WAREHOUSE,5/27/2015,$12.08 ,SBS-7308E,,3643582371,Enterprise
"Datamation Systems, Inc. Netbook Cart",88606,SCHOOL BOARD WAREHOUSE,5/27/2015,$10.01 ,SBS-7308F,,3643582380,Enterprise
"Datamation Systems, Inc. Netbook Cart",88607,SCHOOL BOARD WAREHOUSE,5/27/2015,$13.63 ,SBS-7308G,,3643597372,Enterprise
"Datamation Systems, Inc. Netbook Cart",88608,SCHOOL BOARD WAREHOUSE,5/27/2015,$12.50 ,SBS-7309A,,3643597378,Enterprise
